Files already downloaded and verified
Files already downloaded and verified
Saving  mask (task#:0)
Task: 3 Train Epoch: 41 [1280/5000 (25%)]	Loss: 2.311764
Task: 3 Train Epoch: 41 [2560/5000 (50%)]	Loss: 2.297773
Task: 3 Train Epoch: 41 [3840/5000 (75%)]	Loss: 2.304856
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 42 [0/5000 (0%)]	Loss: 2.298252
Task: 3 Train Epoch: 42 [1280/5000 (25%)]	Loss: 2.305663
Task: 3 Train Epoch: 42 [2560/5000 (50%)]	Loss: 2.308048
Task: 3 Train Epoch: 42 [3840/5000 (75%)]	Loss: 2.304095
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 43 [0/5000 (0%)]	Loss: 2.300736
Task: 3 Train Epoch: 43 [1280/5000 (25%)]	Loss: 2.300109
Task: 3 Train Epoch: 43 [2560/5000 (50%)]	Loss: 2.306476
Task: 3 Train Epoch: 43 [3840/5000 (75%)]	Loss: 2.314417
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 44 [0/5000 (0%)]	Loss: 2.307748
Task: 3 Train Epoch: 44 [1280/5000 (25%)]	Loss: 2.303772
Task: 3 Train Epoch: 44 [2560/5000 (50%)]	Loss: 2.306025
Task: 3 Train Epoch: 44 [3840/5000 (75%)]	Loss: 2.302459
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 45 [0/5000 (0%)]	Loss: 2.313620
Task: 3 Train Epoch: 45 [1280/5000 (25%)]	Loss: 2.314450
Task: 3 Train Epoch: 45 [2560/5000 (50%)]	Loss: 2.306087
Task: 3 Train Epoch: 45 [3840/5000 (75%)]	Loss: 2.305612
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 46 [0/5000 (0%)]	Loss: 2.297454
Task: 3 Train Epoch: 46 [1280/5000 (25%)]	Loss: 2.317977
Task: 3 Train Epoch: 46 [2560/5000 (50%)]	Loss: 2.309190
Task: 3 Train Epoch: 46 [3840/5000 (75%)]	Loss: 2.304603
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 47 [0/5000 (0%)]	Loss: 2.304303
Task: 3 Train Epoch: 47 [1280/5000 (25%)]	Loss: 2.303972
Task: 3 Train Epoch: 47 [2560/5000 (50%)]	Loss: 2.314505
Task: 3 Train Epoch: 47 [3840/5000 (75%)]	Loss: 2.298671
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 48 [0/5000 (0%)]	Loss: 2.300500
Task: 3 Train Epoch: 48 [1280/5000 (25%)]	Loss: 2.311550
Task: 3 Train Epoch: 48 [2560/5000 (50%)]	Loss: 2.315667
Task: 3 Train Epoch: 48 [3840/5000 (75%)]	Loss: 2.307230
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 49 [0/5000 (0%)]	Loss: 2.303187
Task: 3 Train Epoch: 49 [1280/5000 (25%)]	Loss: 2.311992
Task: 3 Train Epoch: 49 [2560/5000 (50%)]	Loss: 2.303246
Task: 3 Train Epoch: 49 [3840/5000 (75%)]	Loss: 2.311924
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 50 [0/5000 (0%)]	Loss: 2.301186
Task: 3 Train Epoch: 50 [1280/5000 (25%)]	Loss: 2.318536
Task: 3 Train Epoch: 50 [2560/5000 (50%)]	Loss: 2.304972
Task: 3 Train Epoch: 50 [3840/5000 (75%)]	Loss: 2.304527
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 51 [0/5000 (0%)]	Loss: 2.298255
Task: 3 Train Epoch: 51 [1280/5000 (25%)]	Loss: 2.307325
Task: 3 Train Epoch: 51 [2560/5000 (50%)]	Loss: 2.307284
Task: 3 Train Epoch: 51 [3840/5000 (75%)]	Loss: 2.300285
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 52 [0/5000 (0%)]	Loss: 2.306819
Task: 3 Train Epoch: 52 [1280/5000 (25%)]	Loss: 2.296614
Task: 3 Train Epoch: 52 [2560/5000 (50%)]	Loss: 2.309620
Task: 3 Train Epoch: 52 [3840/5000 (75%)]	Loss: 2.304098
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 53 [0/5000 (0%)]	Loss: 2.305707
Task: 3 Train Epoch: 53 [1280/5000 (25%)]	Loss: 2.314286
Task: 3 Train Epoch: 53 [2560/5000 (50%)]	Loss: 2.318966
Task: 3 Train Epoch: 53 [3840/5000 (75%)]	Loss: 2.306601
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 54 [0/5000 (0%)]	Loss: 2.302955
Task: 3 Train Epoch: 54 [1280/5000 (25%)]	Loss: 2.304139
Task: 3 Train Epoch: 54 [2560/5000 (50%)]	Loss: 2.309921
Task: 3 Train Epoch: 54 [3840/5000 (75%)]	Loss: 2.306902
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 55 [0/5000 (0%)]	Loss: 2.299353
Task: 3 Train Epoch: 55 [1280/5000 (25%)]	Loss: 2.303103
Task: 3 Train Epoch: 55 [2560/5000 (50%)]	Loss: 2.306505
Task: 3 Train Epoch: 55 [3840/5000 (75%)]	Loss: 2.311267
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 56 [0/5000 (0%)]	Loss: 2.303057
Task: 3 Train Epoch: 56 [1280/5000 (25%)]	Loss: 2.314787
Task: 3 Train Epoch: 56 [2560/5000 (50%)]	Loss: 2.305537
Task: 3 Train Epoch: 56 [3840/5000 (75%)]	Loss: 2.303696
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 57 [0/5000 (0%)]	Loss: 2.308064
Task: 3 Train Epoch: 57 [1280/5000 (25%)]	Loss: 2.306022
Task: 3 Train Epoch: 57 [2560/5000 (50%)]	Loss: 2.302922
Task: 3 Train Epoch: 57 [3840/5000 (75%)]	Loss: 2.309004
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 58 [0/5000 (0%)]	Loss: 2.306354
Task: 3 Train Epoch: 58 [1280/5000 (25%)]	Loss: 2.314480
Task: 3 Train Epoch: 58 [2560/5000 (50%)]	Loss: 2.295652
Task: 3 Train Epoch: 58 [3840/5000 (75%)]	Loss: 2.305012
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 59 [0/5000 (0%)]	Loss: 2.305311
Task: 3 Train Epoch: 59 [1280/5000 (25%)]	Loss: 2.330507
Task: 3 Train Epoch: 59 [2560/5000 (50%)]	Loss: 2.304851
Task: 3 Train Epoch: 59 [3840/5000 (75%)]	Loss: 2.303115
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 60 [0/5000 (0%)]	Loss: 2.302286
Task: 3 Train Epoch: 60 [1280/5000 (25%)]	Loss: 2.300261
Task: 3 Train Epoch: 60 [2560/5000 (50%)]	Loss: 2.312642
Task: 3 Train Epoch: 60 [3840/5000 (75%)]	Loss: 2.299542
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 61 [0/5000 (0%)]	Loss: 2.301030
Task: 3 Train Epoch: 61 [1280/5000 (25%)]	Loss: 2.302530
Task: 3 Train Epoch: 61 [2560/5000 (50%)]	Loss: 2.304826
Task: 3 Train Epoch: 61 [3840/5000 (75%)]	Loss: 2.305708
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 62 [0/5000 (0%)]	Loss: 2.301179
Task: 3 Train Epoch: 62 [1280/5000 (25%)]	Loss: 2.301537
Task: 3 Train Epoch: 62 [2560/5000 (50%)]	Loss: 2.303343
Task: 3 Train Epoch: 62 [3840/5000 (75%)]	Loss: 2.301906
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 63 [0/5000 (0%)]	Loss: 2.302560
Task: 3 Train Epoch: 63 [1280/5000 (25%)]	Loss: 2.300954
Task: 3 Train Epoch: 63 [2560/5000 (50%)]	Loss: 2.305081
Task: 3 Train Epoch: 63 [3840/5000 (75%)]	Loss: 2.303178
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 64 [0/5000 (0%)]	Loss: 2.303237
Task: 3 Train Epoch: 64 [1280/5000 (25%)]	Loss: 2.300037
Task: 3 Train Epoch: 64 [2560/5000 (50%)]	Loss: 2.304310
Task: 3 Train Epoch: 64 [3840/5000 (75%)]	Loss: 2.303331
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 65 [0/5000 (0%)]	Loss: 2.301744
Task: 3 Train Epoch: 65 [1280/5000 (25%)]	Loss: 2.302875
Task: 3 Train Epoch: 65 [2560/5000 (50%)]	Loss: 2.305441
Task: 3 Train Epoch: 65 [3840/5000 (75%)]	Loss: 2.305052
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 66 [0/5000 (0%)]	Loss: 2.302026
Task: 3 Train Epoch: 66 [1280/5000 (25%)]	Loss: 2.302302
Task: 3 Train Epoch: 66 [2560/5000 (50%)]	Loss: 2.302446
Task: 3 Train Epoch: 66 [3840/5000 (75%)]	Loss: 2.304292
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 67 [0/5000 (0%)]	Loss: 2.301040
Task: 3 Train Epoch: 67 [1280/5000 (25%)]	Loss: 2.301136
Task: 3 Train Epoch: 67 [2560/5000 (50%)]	Loss: 2.302252
Task: 3 Train Epoch: 67 [3840/5000 (75%)]	Loss: 2.302488
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 68 [0/5000 (0%)]	Loss: 2.305004
Task: 3 Train Epoch: 68 [1280/5000 (25%)]	Loss: 2.301429
Task: 3 Train Epoch: 68 [2560/5000 (50%)]	Loss: 2.306106
Task: 3 Train Epoch: 68 [3840/5000 (75%)]	Loss: 2.301677
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 69 [0/5000 (0%)]	Loss: 2.303200
Task: 3 Train Epoch: 69 [1280/5000 (25%)]	Loss: 2.302340
Task: 3 Train Epoch: 69 [2560/5000 (50%)]	Loss: 2.303257
Task: 3 Train Epoch: 69 [3840/5000 (75%)]	Loss: 2.305828
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 70 [0/5000 (0%)]	Loss: 2.302218
Task: 3 Train Epoch: 70 [1280/5000 (25%)]	Loss: 2.302578
Task: 3 Train Epoch: 70 [2560/5000 (50%)]	Loss: 2.303368
Task: 3 Train Epoch: 70 [3840/5000 (75%)]	Loss: 2.301693
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 71 [0/5000 (0%)]	Loss: 2.304033
Task: 3 Train Epoch: 71 [1280/5000 (25%)]	Loss: 2.301835
Task: 3 Train Epoch: 71 [2560/5000 (50%)]	Loss: 2.302586
Task: 3 Train Epoch: 71 [3840/5000 (75%)]	Loss: 2.303638
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 72 [0/5000 (0%)]	Loss: 2.298932
Task: 3 Train Epoch: 72 [1280/5000 (25%)]	Loss: 2.305815
Task: 3 Train Epoch: 72 [2560/5000 (50%)]	Loss: 2.302727
Task: 3 Train Epoch: 72 [3840/5000 (75%)]	Loss: 2.303716
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 73 [0/5000 (0%)]	Loss: 2.300979
Task: 3 Train Epoch: 73 [1280/5000 (25%)]	Loss: 2.304219
Task: 3 Train Epoch: 73 [2560/5000 (50%)]	Loss: 2.303066
Task: 3 Train Epoch: 73 [3840/5000 (75%)]	Loss: 2.303077
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 74 [0/5000 (0%)]	Loss: 2.302357
Task: 3 Train Epoch: 74 [1280/5000 (25%)]	Loss: 2.305213
Task: 3 Train Epoch: 74 [2560/5000 (50%)]	Loss: 2.299028
Task: 3 Train Epoch: 74 [3840/5000 (75%)]	Loss: 2.304596
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 75 [0/5000 (0%)]	Loss: 2.301816
Task: 3 Train Epoch: 75 [1280/5000 (25%)]	Loss: 2.302843
Task: 3 Train Epoch: 75 [2560/5000 (50%)]	Loss: 2.303095
Task: 3 Train Epoch: 75 [3840/5000 (75%)]	Loss: 2.301452
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 76 [0/5000 (0%)]	Loss: 2.301911
Task: 3 Train Epoch: 76 [1280/5000 (25%)]	Loss: 2.304745
Task: 3 Train Epoch: 76 [2560/5000 (50%)]	Loss: 2.301466
Task: 3 Train Epoch: 76 [3840/5000 (75%)]	Loss: 2.302871
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 77 [0/5000 (0%)]	Loss: 2.302108
Task: 3 Train Epoch: 77 [1280/5000 (25%)]	Loss: 2.299285
Task: 3 Train Epoch: 77 [2560/5000 (50%)]	Loss: 2.301865
Task: 3 Train Epoch: 77 [3840/5000 (75%)]	Loss: 2.305295
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 78 [0/5000 (0%)]	Loss: 2.304428
Task: 3 Train Epoch: 78 [1280/5000 (25%)]	Loss: 2.301505
Task: 3 Train Epoch: 78 [2560/5000 (50%)]	Loss: 2.302014
Task: 3 Train Epoch: 78 [3840/5000 (75%)]	Loss: 2.300522
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 79 [0/5000 (0%)]	Loss: 2.302438
Task: 3 Train Epoch: 79 [1280/5000 (25%)]	Loss: 2.304470
Task: 3 Train Epoch: 79 [2560/5000 (50%)]	Loss: 2.302971
Task: 3 Train Epoch: 79 [3840/5000 (75%)]	Loss: 2.302238
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 80 [0/5000 (0%)]	Loss: 2.300595
Task: 3 Train Epoch: 80 [1280/5000 (25%)]	Loss: 2.300968
Task: 3 Train Epoch: 80 [2560/5000 (50%)]	Loss: 2.304158
Task: 3 Train Epoch: 80 [3840/5000 (75%)]	Loss: 2.302475
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 81 [0/5000 (0%)]	Loss: 2.300578
Task: 3 Train Epoch: 81 [1280/5000 (25%)]	Loss: 2.305484
Task: 3 Train Epoch: 81 [2560/5000 (50%)]	Loss: 2.304528
Task: 3 Train Epoch: 81 [3840/5000 (75%)]	Loss: 2.305443
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 82 [0/5000 (0%)]	Loss: 2.301673
Task: 3 Train Epoch: 82 [1280/5000 (25%)]	Loss: 2.301688
Task: 3 Train Epoch: 82 [2560/5000 (50%)]	Loss: 2.302860
Task: 3 Train Epoch: 82 [3840/5000 (75%)]	Loss: 2.302720
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 83 [0/5000 (0%)]	Loss: 2.302380
Task: 3 Train Epoch: 83 [1280/5000 (25%)]	Loss: 2.304976
Task: 3 Train Epoch: 83 [2560/5000 (50%)]	Loss: 2.304619
Task: 3 Train Epoch: 83 [3840/5000 (75%)]	Loss: 2.302913
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 84 [0/5000 (0%)]	Loss: 2.304614
Task: 3 Train Epoch: 84 [1280/5000 (25%)]	Loss: 2.303494
Task: 3 Train Epoch: 84 [2560/5000 (50%)]	Loss: 2.301408
Task: 3 Train Epoch: 84 [3840/5000 (75%)]	Loss: 2.303939
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 85 [0/5000 (0%)]	Loss: 2.300989
Task: 3 Train Epoch: 85 [1280/5000 (25%)]	Loss: 2.302823
Task: 3 Train Epoch: 85 [2560/5000 (50%)]	Loss: 2.301689
Task: 3 Train Epoch: 85 [3840/5000 (75%)]	Loss: 2.300298
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 86 [0/5000 (0%)]	Loss: 2.303213
Task: 3 Train Epoch: 86 [1280/5000 (25%)]	Loss: 2.301443
Task: 3 Train Epoch: 86 [2560/5000 (50%)]	Loss: 2.304758
Task: 3 Train Epoch: 86 [3840/5000 (75%)]	Loss: 2.305239
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 87 [0/5000 (0%)]	Loss: 2.301756
Task: 3 Train Epoch: 87 [1280/5000 (25%)]	Loss: 2.304912
Task: 3 Train Epoch: 87 [2560/5000 (50%)]	Loss: 2.299322
Task: 3 Train Epoch: 87 [3840/5000 (75%)]	Loss: 2.306144
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 88 [0/5000 (0%)]	Loss: 2.300883
Task: 3 Train Epoch: 88 [1280/5000 (25%)]	Loss: 2.300691
Task: 3 Train Epoch: 88 [2560/5000 (50%)]	Loss: 2.304857
Task: 3 Train Epoch: 88 [3840/5000 (75%)]	Loss: 2.302731
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 89 [0/5000 (0%)]	Loss: 2.301987
Task: 3 Train Epoch: 89 [1280/5000 (25%)]	Loss: 2.302360
Task: 3 Train Epoch: 89 [2560/5000 (50%)]	Loss: 2.302081
Task: 3 Train Epoch: 89 [3840/5000 (75%)]	Loss: 2.303144
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 90 [0/5000 (0%)]	Loss: 2.302058
Task: 3 Train Epoch: 90 [1280/5000 (25%)]	Loss: 2.301090
Task: 3 Train Epoch: 90 [2560/5000 (50%)]	Loss: 2.303250
Task: 3 Train Epoch: 90 [3840/5000 (75%)]	Loss: 2.300172
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 91 [0/5000 (0%)]	Loss: 2.302675
Task: 3 Train Epoch: 91 [1280/5000 (25%)]	Loss: 2.303389
Task: 3 Train Epoch: 91 [2560/5000 (50%)]	Loss: 2.302311
Task: 3 Train Epoch: 91 [3840/5000 (75%)]	Loss: 2.301837
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 92 [0/5000 (0%)]	Loss: 2.302620
Task: 3 Train Epoch: 92 [1280/5000 (25%)]	Loss: 2.303169
Task: 3 Train Epoch: 92 [2560/5000 (50%)]	Loss: 2.302439
Task: 3 Train Epoch: 92 [3840/5000 (75%)]	Loss: 2.304764
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 93 [0/5000 (0%)]	Loss: 2.300226
Task: 3 Train Epoch: 93 [1280/5000 (25%)]	Loss: 2.302050
Task: 3 Train Epoch: 93 [2560/5000 (50%)]	Loss: 2.303476
Task: 3 Train Epoch: 93 [3840/5000 (75%)]	Loss: 2.302980
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 94 [0/5000 (0%)]	Loss: 2.301398
Task: 3 Train Epoch: 94 [1280/5000 (25%)]	Loss: 2.303073
Task: 3 Train Epoch: 94 [2560/5000 (50%)]	Loss: 2.303323
Task: 3 Train Epoch: 94 [3840/5000 (75%)]	Loss: 2.302826
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 95 [0/5000 (0%)]	Loss: 2.303176
Task: 3 Train Epoch: 95 [1280/5000 (25%)]	Loss: 2.300972
Task: 3 Train Epoch: 95 [2560/5000 (50%)]	Loss: 2.302356
Task: 3 Train Epoch: 95 [3840/5000 (75%)]	Loss: 2.303080
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 96 [0/5000 (0%)]	Loss: 2.302917
Task: 3 Train Epoch: 96 [1280/5000 (25%)]	Loss: 2.300885
Task: 3 Train Epoch: 96 [2560/5000 (50%)]	Loss: 2.301924
Task: 3 Train Epoch: 96 [3840/5000 (75%)]	Loss: 2.301599
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 97 [0/5000 (0%)]	Loss: 2.301966
Task: 3 Train Epoch: 97 [1280/5000 (25%)]	Loss: 2.302207
Task: 3 Train Epoch: 97 [2560/5000 (50%)]	Loss: 2.302831
Task: 3 Train Epoch: 97 [3840/5000 (75%)]	Loss: 2.305270
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 98 [0/5000 (0%)]	Loss: 2.302400
Task: 3 Train Epoch: 98 [1280/5000 (25%)]	Loss: 2.304645
Task: 3 Train Epoch: 98 [2560/5000 (50%)]	Loss: 2.301992
Task: 3 Train Epoch: 98 [3840/5000 (75%)]	Loss: 2.302655
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 3 Train Epoch: 99 [0/5000 (0%)]	Loss: 2.302890
Task: 3 Train Epoch: 99 [1280/5000 (25%)]	Loss: 2.302511
Task: 3 Train Epoch: 99 [2560/5000 (50%)]	Loss: 2.301518
Task: 3 Train Epoch: 99 [3840/5000 (75%)]	Loss: 2.304042
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Saving head (task#: 3)
Computing MAS
Loading head (task#:0)
Loading mask (task#:0)
Files already downloaded and verified
Files already downloaded and verified
Task: 0   Test set: Avg. loss: 0.0011, Accuracy: 802/1000(80%)

Trained Task:3, Loaded task:0, Accuracy:80.2%
Loading head (task#:1)
Loading mask (task#:1)
Files already downloaded and verified
Files already downloaded and verified
Task: 1   Test set: Avg. loss: 0.0011, Accuracy: 639/1000(64%)

Trained Task:3, Loaded task:1, Accuracy:63.9%
Loading head (task#:2)
Loading mask (task#:2)
Files already downloaded and verified
Files already downloaded and verified
Task: 2   Test set: Avg. loss: 0.0009, Accuracy: 691/1000(69%)

Trained Task:3, Loaded task:2, Accuracy:69.1%
Loading head (task#:3)
Loading mask (task#:3)
Files already downloaded and verified
Files already downloaded and verified
Task: 3   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Trained Task:3, Loaded task:3, Accuracy:10.0%
Files already downloaded and verified
Files already downloaded and verified
Layer        : conv1_layer.2.weight
Sum Omega    : 58633.7734375
Max Fisher   : 0.404085248708725
Max Omega    : 56.33026123046875
Max Relevance: 0.0
Mask active  : 16384.0/16384

Layer        : conv2_layer.2.weight
Sum Omega    : 42033.83984375
Max Fisher   : 0.38439080119132996
Max Omega    : 15.147443771362305
Max Relevance: 0.10474056005477905
Mask active  : 4096.0/8192

Layer        : fc1_layer.0.weight
Sum Omega    : 66581.609375
Max Fisher   : 0.019487611949443817
Max Omega    : 1.3289564847946167
Max Relevance: 0.014507277868688107
Mask active  : 1024.0/1024

Saving  mask (task#:4)
Task: 4 Train Epoch: 0 [0/5000 (0%)]	Loss: 2.308881
Task: 4 Train Epoch: 0 [1280/5000 (25%)]	Loss: 2.304028
Task: 4 Train Epoch: 0 [2560/5000 (50%)]	Loss: 2.301024
Task: 4 Train Epoch: 0 [3840/5000 (75%)]	Loss: 2.299203
Task: 4   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 4 Train Epoch: 1 [0/5000 (0%)]	Loss: 2.303283
Task: 4 Train Epoch: 1 [1280/5000 (25%)]	Loss: 2.304555
Task: 4 Train Epoch: 1 [2560/5000 (50%)]	Loss: 2.306495
Task: 4 Train Epoch: 1 [3840/5000 (75%)]	Loss: 2.304683
Task: 4   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 4 Train Epoch: 2 [0/5000 (0%)]	Loss: 2.307665
Task: 4 Train Epoch: 2 [1280/5000 (25%)]	Loss: 2.310453
Task: 4 Train Epoch: 2 [2560/5000 (50%)]	Loss: 2.305443
Task: 4 Train Epoch: 2 [3840/5000 (75%)]	Loss: 2.299112
Task: 4   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 4 Train Epoch: 3 [0/5000 (0%)]	Loss: 2.306350
Task: 4 Train Epoch: 3 [1280/5000 (25%)]	Loss: 2.303321
Task: 4 Train Epoch: 3 [2560/5000 (50%)]	Loss: 2.303009
Task: 4 Train Epoch: 3 [3840/5000 (75%)]	Loss: 2.308014
Task: 4   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 4 Train Epoch: 4 [0/5000 (0%)]	Loss: 2.310008
Task: 4 Train Epoch: 4 [1280/5000 (25%)]	Loss: 2.295072
Task: 4 Train Epoch: 4 [2560/5000 (50%)]	Loss: 2.313912
Task: 4 Train Epoch: 4 [3840/5000 (75%)]	Loss: 2.302882
Task: 4   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 4 Train Epoch: 5 [0/5000 (0%)]	Loss: 2.302782
Task: 4 Train Epoch: 5 [1280/5000 (25%)]	Loss: 2.312394
Task: 4 Train Epoch: 5 [2560/5000 (50%)]	Loss: 2.317130
Task: 4 Train Epoch: 5 [3840/5000 (75%)]	Loss: 2.309889
Task: 4   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 4 Train Epoch: 6 [0/5000 (0%)]	Loss: 2.313666
Task: 4 Train Epoch: 6 [1280/5000 (25%)]	Loss: 2.299061
Task: 4 Train Epoch: 6 [2560/5000 (50%)]	Loss: 2.309090
Task: 4 Train Epoch: 6 [3840/5000 (75%)]	Loss: 2.306271
Task: 4   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 4 Train Epoch: 7 [0/5000 (0%)]	Loss: 2.302307
Task: 4 Train Epoch: 7 [1280/5000 (25%)]	Loss: 2.307489
Task: 4 Train Epoch: 7 [2560/5000 (50%)]	Loss: 2.308085
Task: 4 Train Epoch: 7 [3840/5000 (75%)]	Loss: 2.306590
Task: 4   Test set: Avg. loss: 0.0023, Accuracy: 100/1000(10%)

Task: 4 Train Epoch: 8 [0/5000 (0%)]	Loss: 2.307134
Task: 4 Train Epoch: 8 [1280/5000 (25%)]	Loss: 2.304153
Task: 4 Train Epoch: 8 [2560/5000 (50%)]	Loss: 2.304424
